nombre|artista|duracion
Come See Me|Jill Scott|300133
Whenever You're Around|Jill Scott|245027
Wanna Be Loved|Jill Scott|202547
I'm Not Afraid|Jill Scott|205707
Golden|Jill Scott|231560
Talk to Me|Jill Scott|284493
Family Reunion|Jill Scott|312907
Gettin' In the Way|Jill Scott|236493
Magnolia's Room|Anthony Hamilton|303880
Cornbread, Fish & Collard Greens|Anthony Hamilton|273893
Always on My Mind|Brandy|246267
Collard Greens & Cornbread|Fantasia|231733
Ordinary|Wayne Brady|203187
Best Of Me|Chrisette Michele|232720
Happy Feelin's|Ledisi|307840
Think Of You|Ledisi|308240
Foreplay|Jalen Santoy|173785
Ain't Nothing Changed|Loyle Carner|194427
Stay|Mac Miller|326427
Elusive|blackwave.|222200
Hands Up!|blackwave.|219900
Call It Love|Summers Sons|250360
Talk Is Cheap|Nick Murphy / Chet Faker|218067
Dang! (feat. Anderson .Paak)|Mac Miller|305350
Ode To Nujabes|Funky DL|220653
Write This Down (feat. Nieve)|SoulChef|189427
Laid Back|Academics|229950
That's Just Me|blackwave.|182800
Thoughts (feat. Sam Ock & J. Han)|Mickey Cho|170013
Rock the House|Gorillaz|183640
I Fall in Love Too Easliy|Caleb Belkin|139691
Stronger Than Me|Amy Winehouse|214493
Odyssey (feat. Elz)|Coops|231811
SpottieOttieDopaliscious|OutKast|426853
Fabrics|Felly|214974
Atomz|Trinix|183028
Bluebird|One Self|220413
On & On|Erykah Badu|226133
Damselfly|Loyle Carner|172653
Yesterday|Atmosphere|203720
No Stoppin This (feat. Sparkz & Truthos Mufasa)|The Mouse Outfit|180000
Opinions|Gabri V|178960
You Dont Need Me|Granata|255216
Slow|Animate Objects|246813
Swangin'|blackwave.|181000
Wet Dreamz|J. Cole|239320
Wanna Remind You|Dizzy Wright|288649
Elevator|Marcus D|278189
The Waitress Song|Seth Sentry|217120
GoodEnough|blackwave.|198080
Plenty|Guru's Jazzmatazz|278600
Blue (feat. Benaddict & Marcelo Gallo)|Gas Lab|164881
Photosynthesis|Saba|201733
Got Me Thinkin' (feat. Sparkz)|The Mouse Outfit|223773
Change|J. Cole|331480
Ladders|Mac Miller|287040
New Day|Abstract Orchestra|145052
That Jazz|Coops|188764
Life's Good|Ehennuhsen|140330
Weekend (feat. Miguel)|Mac Miller|208080
These Days|Manwolves|239426
Roses|OutKast|369320
We Ain't Feeling Time|FKJ|243353
Black Birds|ArtOfficial|290904
PURPLE TUESDAY (feat. Joey Bada$$ & Jesse Boykins III)|Rejjie Snow|290333
No Diggity|Nick Murphy / Chet Faker|225000
Non Planned Holiday|Prume|248240
All I Want|Dafuniks|240227
Whasgood?!|blackwave.|221800
Appletree|Erykah Badu|265373
Nobody's Perfect|Anti Lilly|201012
Brown Sugar|D'Angelo|262893
You Know I'm No Good|Amy Winehouse|256947
14 Til|Anti-Lilly & Phoniks|267363
Love|The Globetroddas|272718
Beautiful Escape|Tom Misch|276785
Blue in Green|Anti-Lilly & Phoniks|200829
Keep It Jazzy|Exact Change Project|296694
BOATS. - Based On A True Story|Darrell Cole|211375
Waiting|FKJ|262317
Electric Relaxation|A Tribe Called Quest|225227
Next Levels|King Geedorah|229320
If You Wouldn't Mind|2nd Exit|238499
Dead Calm|Peebs The Prophet|182811
See You Leave|RJD2|299320
Down 75 (Intermission) [feat. Juran Ratchford]|James Lewis|228098
Ms. Jackson|OutKast|270507
It’s Like That|Guts|214489
Vanessa From Venezuela|3582|186507
Telltale|Cultivo|292000
Problem Solver (feat. Adad)|Awon|240506
Another Beautiful Day|Felly|162474
Nothin' At All (feat. Skoolie 300)|Chuuwee|271778
Equality|Afu-Ra|277320
They Reminisce Over You (T.R.O.Y.)|Pete Rock & C.L. Smooth|286693
Brains|Jam Baxter|275640
Skin|Mac Miller|287907
Girl, Interrupted|2xxx!|180972
Sit Back (feat. Truthos Mufasa & Black Josh)|The Mouse Outfit|213189
Let Nas Down|J. Cole|277200
Never Stop Loving You Ft. Terrace Martin & Talib Kweli|9th Wonder|240066
Sketches of Pain|Audible Mainframe|243293
BIG Dreams|blackwave.|187400
Life in the Balance|The Four Owls|275827
Blaze It up (feat. Sparkz)|The Mouse Outfit|189623
Rest in Pedals|Granata|196362
Bag Uh Weed|Ehennuhsen|180036
The High Way|Fliptrix|233760
Ease My Mind - Feat. Tre Hardson, Fat Lip & Omni|Jazz Liberatorz|328573
Why iii Love The Moon.|Phony Ppl|331827
Grey Luh|Berhana|261103
It's A Shame|Isaiah Sharkey|284432
Bae City Rollaz|Yung Bae|220976
YEBISU - Yung Bae Edit|Yung Bae|128000
Fly with Me|Yung Bae|199385
I Want Cha Back|Yung Bae|214359
Magic|Yung Bae|195254
I Can Tell|Yung Bae|201026
Selfish High Heels (feat. Macross 82-99 & Harrison)|Yung Bae|226500
I Miss You (feat. Roman)|Macross 82-99|166000
Perfect Blue|Macross 82-99|175462
Fun Tonight|Macross 82-99|162462
Miss Macross|Macross 82-99|149062
Sailor Team|Macross 82-99|163279
Dance!|Macross 82-99|125627
Cherry (feat. Night Tempo & Punipunidenki)|Macross 82-99|235625
Horsey (feat. Sarah Bonito)|Macross 82-99|151795
Sakura (feat. Punipunidenki & Le Real)|Macross 82-99|165378
Aogashima Island!|Macross 82-99|180928
Dance?|Night Tempo|240000
Love You|Night Tempo|263226
ShortCake|Night Tempo|225000
Suki? Suki!|Night Tempo|295082
Koi|Night Tempo|206557
Lovely!|Night Tempo|174194
Destiny|Night Tempo|208000
Keep On|Night Tempo|211200
Love Me Like You Do|Night Tempo|176000
Reversible Love|Night Tempo|216774
Shimasyou! (Do It!)|Night Tempo|188308
Catch!|Night Tempo|174194
Better Days|Night Tempo|177600
Usagi Funk|Night Tempo|212400
Starlight Girl|Night Tempo|192000
Small City|Future Girlfriend 音楽|148000
crazy Nights 狂気夜|Future Girlfriend 音楽|153600
Pink Dance ピンクのダンス|Future Girlfriend 音楽|176000
Older Girl|1986 Omega Tribe|255960
君は1000%|1986 Omega Tribe|251267
You Belong to Him|1986 Omega Tribe|282293
Ipanema Rain|1986 Omega Tribe|293373
Counterlight|1986 Omega Tribe|291000
Crystal Night|1986 Omega Tribe|245533
Super Chance|1986 Omega Tribe|275400
Phoenix|1986 Omega Tribe|290493
Lady Free|1986 Omega Tribe|277573
贅沢な罠|LUCKY TAPES|269787
レイディ・ブルース|LUCKY TAPES|260360
Boogie Nights|LUCKY TAPES|258480
Hollywood|LemKuuja|259673
Keep On Baby!|LemKuuja|194668
November|LemKuuja|219712
Things That You Do|LemKuuja|259495
Let's Go Out Somewhere|LemKuuja|200462
Ai じゃ ない|LemKuuja|218788
Golden Funky Groove|LemKuuja|174298
ストーカー|LemKuuja|229102
Night Cruise|T-SQUARE|349520
Blatant Plagiarism|GHOST DATA|170510
マシュ・ケ・ナダ|Pink Martini|157040
ラビリンス - Album Mix|Mondo Grosso|292865
惑星タントラ|Mondo Grosso|326308
春はトワに目覚める - Ver.2|Mondo Grosso|410818
TIME|Mondo Grosso|284983
Sukiyaki|Kyu Sakamoto|189520
I Thought It Was You (with Herbie Hancock)|Kimiko Kasai|428427
Butterfly (with Herbie Hancock)|Kimiko Kasai|372307
カナディアン・ララバイ|Junko Ohashi|246600
シンプル・ラブ|Junko Ohashi|240133
サファリ・ナイト|Junko Ohashi|294400
Sweet Love|Junko Ohashi|289333
恋に溺れて -Crazy About You-|Junko Ohashi|329400
男と女|Junko Ohashi|287333
たそがれマイ・ラブ|Junko Ohashi|229480
I'm in Love|Tomoko Aran|353467
Midnight Pretenders|Tomoko Aran|345267
Body to Body|Tomoko Aran|246867
ひと夏のタペストリー|Tomoko Aran|269933
Voce é Bossanova|Taeko Onuki|209080
春の手紙|Taeko Onuki|249507
Konuka Ame|Ginji Ito|224653
Misty Night Cruising|オメガトライブ|270427
ガラスのPALM TREE|オメガトライブ|271600
君のハートはマリンブルー|オメガトライブ|294907
Riverside Hotel|オメガトライブ|277360
Summer Suspicion|オメガトライブ|274160
Midnight Down Town|オメガトライブ|305733
Futari No Natsu Monogatari Never Ending Summer|オメガトライブ|238467
Dear Breeze|オメガトライブ|241360
Samishii Nettaigyo (Bonus Track) - Remastered 2013|Wink|269013
愛が止まらない ~Turn It Into Love~|Wink|211427
Sexy Music [Bonus Track] (Remastered 2013)|Wink|220867
River's Island|Kiyotaka Sugiyama|278160
Crush|Beckett|226647
ESCAPE|So Arakawa|378500
TOKYO GIRL|Minako Honda|214587
SHADOW CITY|Akira Terao|264027
Plastic Love|リアムMAZE1981|346828
숙녀 (淑女) Lady|Yubin|196093
Playing Games|Miki J|473010
Weekend|Yukihiro Takahashi|271507
渚・モデラート|Masayoshi Takanaka|281453
Know|Syd|214707
Words Don’t Come Easy|Mamamoo|236146
Jungle|H.E.R.|304653
Shadow Man (feat. Phoelix, Smino & Saba)|Noname|311000
Transform (feat. Charlotte Day Wilson)|Daniel Caesar|280587
Icarus|Kojey Radical|256492
Ghost|Lianne La Havas|223640
No One Knows|Brent Faiyaz|271246
Never Call Me|Jhené Aiko|270547
All Bad|JID|291760
Backwood|Ari Lennox|168213
GOAT|Ari Lennox|147107
First World Problemz / Nobody Carez|Brent Faiyaz|350549
Red Clay|Charlotte Dos Santos|147478
Nuestro Planeta (feat. Reykon)|Kali Uchis|202755
Childsplay|IAMDDB|225158
Sugar Don't Be Sweet|Jaz Karis|145439
Teenage Fantasy|Jorja Smith|227451
Breathing Underwater|Hiatus Kaiyote|344320
Tears Dry On Their Own|Amy Winehouse|185187
Ex-Factor|Ms. Lauryn Hill|326533
Penthouse Cloud|The Internet|284187
Back to Me|Moonchild|223027
The List|Moonchild|305760
Table For Two|Elli Ingram|243933
Before The Funeral|Elli Ingram|202120
Without You|Anderson .Paak|199347
Ur Highness|IAMDDB|176740
Melt My Heart to Stone|Adele|203907
Soldier|Erykah Badu|303640
Tokyo|Lianne La Havas|269053
Stand Tall|Childish Gambino|370773
West|River Tiber|152392
Work|Charlotte Day Wilson|224482
Doubt|Charlotte Day Wilson|257834
In Your Eyes (feat. Charlotte Day Wilson) [Nosaj Thing Remix]|BADBADNOTGOOD|200504
Take Me There|A l l i e|197471
Higher|Rihanna|120627
Baby Boy|Childish Gambino|382093
She's Mine Pt. 1|J. Cole|209080
I Know You Know|Esperanza Spalding|225094
Sweet Life|Frank Ocean|262680
St. Tropez|J. Cole|257920
Now|Miguel|249640
All over You|LEISURE|234925
Still|Yazmin Lacey|204878
A Mother Lost|Yazmin Lacey|259144
Move On|Faye Meana|194813
Sango|OSHUN|240482
Fine Lines|Jorja Smith|215667
Rocket Science|Joyce Wrice|248434
Multi-Love|Unknown Mortal Orchestra|250800
James Joint|Rihanna|72080
Honest|Koji.|194157
Crossfire / So Into You|Nai Palm|268187
Helpless - Interlude|MALIA|74160
Self Control|Frank Ocean|249668
Lost|Frank Ocean|234093
Doors Closing|Moonchild|84347
This Love|Kadhja Bonet|164647
Something In The Way|Jorja Smith|275797
Bloom|bLAck pARty|302001
Remember the Rain|Kadhja Bonet|280063
Nobody Other|Kadhja Bonet|198029
*Low End Theory|Saturn, Alexander|181499
Don't Pretend|Faye Meana|230973
Great Dane|Cosmo Pyke|478037
Vibin' Out with ((( O )))|FKJ|311837
More Life|Burna Boy|92343
Good Love|Qendresa|147823
I Am|Jorja Smith|208760
Burn|OSHUN|201446
Holy|Jamila Woods|192401
Lonely (feat. Lorine Chia)|Jamila Woods|205595
Stellar|Jamila Woods|122346
Will You Still Love Me Tomorrow? - 2011|Amy Winehouse|262813
Just Friends (Sunny)|Musiq Soulchild|251427
Nothing Even Matters|Ms. Lauryn Hill|350533
90 Degrees|Yazmin Lacey|255025
Forbidden Fruit|Nicole Chambers|310714
Joromi|Simi|235200
My World|OSHUN|270816
Coming Home - Interlude|Kali Uchis|159852
Summers Over Interlude|Drake|106333
Shame|Freddie Gibbs|185307
Don't Judge Me|Janelle Monáe|360476
Hot Butter|Nathy Peluso|238373
Feel Like A Fool|Kali Uchis|185239
Daddy's Got You|Sunny Hawkins|216947
Who|Sean C. Johnson|220682
I'm So Glad|Jamie Jones|225560
Push Myself|Adrianne Archie|239520
Why Does It Take|Jamie Jones|214387
Summer Dayz|Jamie Jones|226693
Love U Show|Jamie Jones|269000
No Ordinary Love (feat. Lisa McClendon)|Rawsrvnt|277453
Also|Adrianne Archie|197040
What A Fellowship|Adrianne Archie|240120
Aingonlechugo|Adrianne Archie|275347
Take It|Adrianne Archie|250987
Extra Credit|Adrianne Archie|251773
Souls Got Saved|Adrianne Archie|237853
No Never|Sean C. Johnson|194815
Well Done|Sean C. Johnson|255002
Faithful|Sean C. Johnson|283690
Surrender All|Sean C. Johnson|226000
What A Friend|Sean C. Johnson|196998
5 O'clock|Sean C. Johnson|240512
You Are Holy|Lisa McClendon|318293
N.F.L (New Found Love)|Da' T.R.U.T.H.|236813
With You|J.R.|294653
Send Me I'll Go|Sunny Hawkins|112587
Where Would I Be|Sunny Hawkins|220547
You're Everything|Sunny Hawkins|264093
Still Alive|Lisa McClendon|202213
Without You|Sandra Stephens|250827
But God|Isaac Carree|263827
Everything|Claude Deuce|211733
Holyghost Gyrl|Claude Deuce|232373
Come Home (feat. Pastor Claude and Regina Harris)|Claude Deuce|484147
Isle of You|Christon Gray|238507
Gray's Conclusion|Christon Gray|200933
The Only One - Remix|Antonio Neal|278222
You Don't Know|Antonio Neal|249920
Great Jehovah|Soul (Mo Henderson's Group)|238053
So Into You|Antonio Neal|236467
Steppin'|Antonio Neal|225293
Trippin'|Canton Jones|200973
Like Daddy|Lavie|202014
Been so Good|Lavie|204661
Stop and Think (feat. Adrianne Archie & I Am Franklin)|Sean C. Johnson|243532
Molasses|Sean C. Johnson|224103
No One|Dave Hollister|249573
Who Would've Thought|Green Tea|227520
Y.O.U - Feat. Ab|Green Tea|187840
Not Right Now|Green Tea|194160
Heavenly Father|PJ Morton|314987
Speak Change|Kiyamma|245160
Truth|Chris Lewis|209133
Moment Divine|Green Tea|197600
Never Be the Blame|Green Tea|213160
People Be Watchin|Green Tea|328453
Come Back|Green Tea|214413
Soul Tied|Green Tea|256293
Favor of God|Angie Stone|233667
Superstar|Tye Tribbett|287347
So I|Jamie Jones|211160
The Dayz|Jamie Jones|260520
Thank U|Jamie Jones|291973
Living Water|Travis Greene|243280
Pass Me Over|Anthony Hamilton|402093
Change|Tunnel Rats|224467
You Make Me|Daniel Johnson|251535
You Satisfy|Daniel Johnson|358716
For My Good|Daniel Johnson|431023
Beautiful|Daniel Johnson|321543
What A Time|Daniel Johnson|221338
I'm With You|Daniel Johnson|217445
Message In The Music|Debra Killings|235200
Surrender|Debra Killings|267693
Show Me How to Love|Debra Killings|232347
I Call Your Name|Debra Killings|234627
Oh I|Debra Killings|217600
Come On|Debra Killings|247293
Where Would I Be|Deonna Martin|217147
Funny Habit|Deonna Martin|181827
Beauty Mark|Deonna Martin|216000
In the Morning|Deonna Martin|206333
Skin Deep (feat. Ozara Ode' & Insite the Riot)|Mahogany Jones|280867
Nothing But God|Dave Hollister|243707
Amazing|J.R.|292747
For Me|J.R.|300747
Beautiful Light|J.R.|272253
Lord I Need You Now|Cynthia Jones|191520
Unconditional|Cynthia Jones|218453
Got To Be There|Cynthia Jones|207720
Love|Cynthia Jones|251733
Live Right|Cynthia Jones|260053
Taste & See|Cynthia Jones|247320
Hey Now|Lisa McClendon|182427
Go|Lisa McClendon|239240
Has Anybody Seen Love?|Lisa McClendon|281720
More Than A...|Lisa McClendon|160800
Breathe|Lisa McClendon|305040
Pause (Selah)|Lisa McClendon|231053
Alright (Song of the Sunrise)|Lisa McClendon|262949
Now I Get It (The Revelation)|Lisa McClendon|207656
Manifest ( The Foundation)|Lisa McClendon|336736
Is It Any Wonder?|Durand Jones & The Indications|276600
Redbone|Childish Gambino|326880
Valerie - Live At BBC Radio 1 Live Lounge, London / 2007|Amy Winehouse|233733
UMI Says|Mos Def|305280
Just Ain't Gonna Work Out|Mayer Hawthorne|150933
Sunflower|Rex Orange County|252231
Rocksteady|Remy Shand|216560
Doo Wop (That Thing)|Ms. Lauryn Hill|320267
Dreamworld|Robin Thicke|279293
Enjoy Ya Self|Slakah The Beatchild|175293
Wake up Everybody (feat. Common & Melanie Fiona)|John Legend|264867
A Tribe Called Government|Jordan Rakei|207597
Save Room|John Legend|235667
You Got Me High - Original Version|Calvin Richardson|250707
The Walk|Mayer Hawthorne|218413
I Wanna Thank Ya - Without Rap|Angie Stone|191333
I Used to Love Him|Ms. Lauryn Hill|339867
Love Is The Answer|Aloe Blacc|224867
Video|India.Arie|249960
P.D.A. (We Just Don't Care)|John Legend|278760
In Love With You|Erykah Badu|321000
Used to Love U|John Legend|210867
Tyrone|Erykah Badu|249453
Killing Me Softly With His Song|Fugees|298773
Number One|John Legend|198000
Shaclackclack the Puppet|Jordan Rakei|176669
Tonight (Best You Ever Had)|John Legend|239453
Find A Way|Dwele|249573
F*** Me Pumps|Amy Winehouse|202329
Learn to Fly (feat. Jordan Rakei)|FKJ|268171
Everyday|Lucy Pearl|240467
Turnin' Me Up|BJ The Chicago Kid|269173
Stronger Than Me|Amy Winehouse|214493
I Found Love|Yarah Bravo|262680
Rumours|Ffion|191882
Cure|Moonchild|246147
The Root|D'Angelo|393107
Biggest Joke Of All|Fatima|325216
No Other Way|Sinead Harnett|199947
Sound & Color|Alabama Shakes|182467
What You Don't Do - Tom Misch Remix|Lianne La Havas|229959
Rehab|Amy Winehouse|213760
Bad Bad News|Leon Bridges|207307
Constant Surprises|Little Dragon|273547
Loving Is Easy|Rex Orange County|155720
I Believe In Love|Jessie J|229773
Flow - Remastered|Sade|273493
Keep Ya Head Up - Recorded at Spotify Studios NYC|Jhené Aiko|163480
Goodie Bag|Still Woozy|146390
FIGURES|Jessie Reyez|240907
All of Me|John Legend|269560
Broken (feat. Jessie Reyez)|THEY.|135480
Addicted|Amy Winehouse|165120
Dust|Van Hunt|253867
Morning Sun|Robin Thicke|210027
Pony - Recorded at Spotify Studios NYC|Leon Bridges|256893
Darkness and Light|John Legend|230800
Still In Love|Thirdstory|206440
You Don't Have To Worry|Doris|162181
Put a Smile on Your Face|Durand Jones & The Indications|215320
My Favorite Part|Mac Miller|216000
Never Forget You|Noisettes|192213
Juno|Choker|231681
Skin|Dijon|230625
No Less|G-Eazy|250640
I Try|Macy Gray|239440
Too Fast|Sonder|308006
Make It Better (feat. Smokey Robinson)|Anderson .Paak|219332
Don't Dream It's Over - Recorded at Sound Stage Studios Nashville|Lauren Daigle|273507
How Deep Is Your Love|Stan Taylor|264000
Gods - Izze the Producer Remix|Maxwell|219973
Sharpness|Jamie Woon|207422
Better Off|Quadron|264680
Stepping Stone|Duffy|209453
Wish I Didn't Miss You|Angie Stone|268200
He Won't Go|Adele|277947
I Used to Love Someone|Anthony Hamilton|351147
LFT|Quadron|209867
Ascension (Don't Ever Wonder)|Maxwell|346280
Dontchange - Album Version (Edited)|Musiq Soulchild|304427
Here|Alessia Cara|200226
Back To The Middle|India.Arie|311240
On & On|Erykah Badu|226133
Chasing Pavements|Adele|210507
He Loves Me (Lyzel in E Flat)|Jill Scott|285747
Pretty Wings - uncut|Maxwell|310520
Do You Feel The Way I Do|Rahsaan Patterson|251173
Teach U a Lesson|Robin Thicke|268747
Love|Musiq Soulchild|304667
Since I Seen't You|Anthony Hamilton|195853
Pissed Off|Angie Stone|281960
Sure Boy|Rahsaan Patterson|238533
Teach Him - Acoustic Version|Melanie Fiona|282200
Everybody Got Their Something|Nikka Costa|260507
Nothing Even Matters|Ms. Lauryn Hill|350533
Ready For Love|India.Arie|268800
Warwick Avenue|Duffy|227160
Lonely's the Only Company (I&II)|Maxwell|381707
You're My Baby|Robin Thicke|256947
Turning Tables|Adele|250133
You Know I'm No Good|Amy Winehouse|256947
Closer|Corinne Bailey Rae|257240
Mama Knew Love|Anthony Hamilton|208440
Head High|Urias|218619
Lifetime - Uncut|Maxwell|258427
Like A Feather|Nikka Costa|235093
Dear Life|Anthony Hamilton|254027
This Woman's Work|Maxwell|240320
These Eyes|India.Arie|271387
The Worst|Jhené Aiko|255467
It's In The Mornin|Robin Thicke|181427
Writing On The Wall|Anthony Hamilton|207680
Say Yes|Floetry|268373
Don't You Forget It|Glenn Lewis|250467
Music|Leela James|245426
Lover|Sweetback|298347
I Need A Dollar|Aloe Blacc|244386
ifuleave [feat. Mary J. Blige]|Musiq Soulchild|252440
Celebrate Tonight|Allen Stone|203413
Unaware|Allen Stone|349493
In Love With You|Erykah Badu|321000
Forever Mine|Andra Day|199079
Retrograde|James Blake|223264
Tell Your Friends|The Weeknd|334333
Foreign Fields|Kacy Hill|221947
Bad Blood|Nao|241627
Hallucinations|dvsn|246294
Superman|Louis Mattrs|198640
More|Syleena Johnson|234227
Never Change|Choklate|230747
This Ain't the Way|Jeremy Passion|271745
Lift Me Up (feat. Nick Hakim)|Gizmo|230533
Trade It All|PJ Morton|198147
Best of Me|Anthony Hamilton|226373
Price|JMSN|295533
Sharpness|Jamie Woon|207133
If You Let Me|Sinead Harnett|232878
Sideline (feat. Jazmine Sullivan)|Niia|277480
Before Dark|Such|252860
Everyday Will Be Like a Holiday|The Greg Mayo Band|183856
Fooled Around And Fell In Love|Elvin Bishop|276000
